Hips,Spine1,Head,LeftUpperArm,LeftForeArm,LeftHand,RightUpperArm,RightForeArm,RightHand,LeftUpLeg,LeftLeg,LeftFoot,RightUpLeg,RightLeg,RightFoot
"(5.34, 340.75, 352.24)","(6.90, 356.78, 1.80)","(359.96, 356.56, 1.78)","(2.73, 9.74, 107.00)","(9.27, 9.24, 105.01)","(19.34, 345.96, 87.01)","(53.17, 278.54, 177.20)","(57.29, 290.28, 187.54)","(58.20, 313.54, 172.61)","(0.23, 359.87, 182.03)","(2.49, 355.46, 184.24)","(299.09, 348.27, 183.81)","(356.98, 353.03, 182.42)","(355.73, 350.13, 181.08)","(292.38, 345.32, 187.93)",
"(4.34, 340.90, 352.59)","(6.02, 356.82, 1.92)","(359.08, 356.59, 1.91)","(1.85, 9.87, 107.31)","(8.23, 9.43, 107.01)","(17.78, 347.30, 89.39)","(51.56, 275.95, 174.11)","(55.39, 287.37, 183.87)","(55.91, 311.65, 169.96)","(0.08, 0.34, 181.92)","(2.53, 355.83, 184.13)","(298.89, 348.91, 183.69)","(356.44, 353.00, 183.26)","(355.11, 350.11, 181.65)","(291.73, 343.87, 189.55)",
"(3.89, 341.08, 352.80)","(5.37, 356.93, 2.14)","(358.44, 356.67, 2.13)","(0.90, 10.01, 107.78)","(7.46, 9.60, 107.46)","(16.75, 346.39, 89.47)","(49.85, 273.93, 172.13)","(53.26, 285.06, 181.48)","(53.50, 310.62, 169.11)","(359.87, 0.82, 181.79)","(2.17, 356.47, 183.84)","(298.43, 349.89, 183.20)","(355.96, 353.08, 183.72)","(354.24, 350.14, 181.84)","(290.99, 343.76, 189.69)",
"(3.25, 341.23, 353.00)","(5.37, 356.93, 2.14)","(358.44, 356.67, 2.13)","(0.49, 10.16, 108.07)","(6.96, 9.92, 107.81)","(16.73, 348.23, 90.29)","(47.64, 271.78, 170.35)","(51.21, 283.17, 179.84)","(49.93, 309.40, 168.61)","(359.67, 0.84, 181.68)","(1.83, 356.33, 183.81)","(297.84, 349.86, 183.08)","(355.35, 353.10, 183.98)","(353.60, 350.09, 181.98)","(290.15, 343.22, 190.23)",
"(2.70, 341.22, 353.07)","(4.47, 357.06, 2.66)","(357.53, 356.74, 2.65)","(0.16, 10.43, 108.52)","(6.77, 10.09, 108.11)","(16.55, 348.02, 90.47)","(44.84, 268.88, 168.28)","(47.80, 279.76, 177.19)","(46.25, 307.62, 167.72)","(359.08, 0.39, 181.77)","(1.06, 355.95, 183.97)","(297.34, 348.71, 183.95)","(354.85, 352.98, 184.39)","(353.31, 350.02, 182.10)","(289.59, 342.24, 191.22)",
"(2.15, 341.23, 353.17)","(4.04, 357.09, 2.94)","(357.10, 356.74, 2.94)","(359.70, 10.47, 108.97)","(6.64, 10.22, 108.46)","(16.11, 347.98, 90.83)","(39.92, 265.29, 165.94)","(43.19, 276.26, 174.64)","(40.15, 305.17, 166.64)","(358.28, 0.44, 182.26)","(0.49, 356.05, 184.35)","(296.87, 348.13, 184.72)","(354.66, 352.93, 184.86)","(353.11, 350.00, 182.38)","(289.49, 341.59, 191.90)",
"(2.01, 341.17, 353.27)","(3.59, 357.14, 3.19)","(356.66, 356.75, 3.19)","(359.76, 10.43, 109.14)","(6.49, 10.17, 108.43)","(16.11, 347.83, 90.80)","(35.68, 262.96, 164.46)","(38.09, 273.57, 172.67)","(35.55, 303.60, 165.83)","(358.05, 0.32, 182.46)","(0.25, 355.95, 184.60)","(296.58, 347.85, 184.95)","(354.65, 352.84, 184.89)","(353.14, 349.84, 182.47)","(289.51, 341.00, 192.38)",
"(2.13, 341.14, 353.10)","(3.60, 357.35, 2.73)","(356.67, 357.02, 2.73)","(359.99, 10.53, 109.19)","(6.91, 10.21, 108.52)","(16.24, 347.70, 90.73)","(33.44, 262.94, 163.82)","(35.46, 273.74, 172.25)","(32.94, 303.92, 165.44)","(357.90, 359.98, 182.84)","(0.23, 355.68, 185.03)","(296.66, 346.71, 185.97)","(354.94, 352.86, 184.91)","(353.29, 349.78, 182.67)","(289.72, 339.87, 193.57)",
"(2.61, 341.36, 352.82)","(3.60, 357.48, 2.57)","(356.67, 357.17, 2.57)","(0.06, 10.77, 108.92)","(6.95, 10.47, 108.44)","(16.82, 346.99, 90.83)","(33.09, 263.33, 163.98)","(35.30, 274.28, 172.34)","(27.58, 311.72, 167.20)","(357.60, 0.06, 183.19)","(359.72, 355.93, 185.49)","(296.57, 344.80, 188.10)","(355.10, 353.61, 185.00)","(353.42, 350.77, 182.83)","(289.84, 339.24, 195.19)",
"(3.17, 341.78, 352.72)","(4.21, 357.96, 2.50)","(357.28, 357.66, 2.50)","(0.78, 11.69, 108.45)","(7.71, 11.43, 108.08)","(17.93, 347.28, 90.03)","(34.07, 263.48, 163.56)","(36.90, 274.71, 172.47)","(31.15, 310.45, 166.59)","(357.07, 1.67, 183.63)","(359.37, 357.45, 185.73)","(296.19, 345.67, 188.81)","(354.99, 356.24, 184.56)","(353.40, 353.10, 182.25)","(290.03, 343.33, 193.31)",
"(3.40, 342.00, 352.77)","(4.67, 358.27, 2.86)","(357.74, 357.92, 2.85)","(1.46, 12.27, 108.62)","(8.65, 12.11, 108.14)","(19.17, 350.29, 90.96)","(35.26, 263.23, 162.79)","(37.70, 274.42, 171.66)","(29.93, 308.05, 164.61)","(357.21, 2.10, 183.69)","(359.53, 357.88, 185.71)","(296.14, 346.49, 188.43)","(355.01, 357.17, 184.20)","(353.62, 354.30, 181.89)","(290.41, 346.96, 190.79)",
"(3.56, 341.91, 352.88)","(5.40, 358.39, 3.18)","(358.47, 358.01, 3.17)","(3.27, 13.06, 108.63)","(10.68, 13.03, 108.46)","(21.61, 351.29, 91.27)","(35.31, 262.84, 162.03)","(37.64, 274.14, 171.04)","(30.64, 313.14, 163.11)","(357.33, 2.05, 183.67)","(359.75, 357.79, 185.57)","(296.26, 346.89, 187.98)","(355.38, 356.56, 183.99)","(354.20, 353.55, 181.74)","(290.72, 347.58, 189.53)",
"(3.76, 341.51, 352.80)","(6.24, 358.54, 3.36)","(359.31, 358.13, 3.34)","(5.14, 13.68, 108.94)","(11.96, 13.61, 109.15)","(23.53, 349.40, 90.56)","(34.75, 262.32, 160.81)","(36.97, 273.77, 170.13)","(28.15, 310.32, 162.97)","(357.68, 1.39, 183.63)","(0.05, 357.23, 185.57)","(296.34, 346.70, 187.56)","(355.77, 355.90, 183.80)","(354.55, 353.00, 181.76)","(290.94, 346.13, 190.17)",
"(4.79, 340.70, 352.65)","(7.56, 358.67, 3.51)","(0.63, 358.24, 3.48)","(7.87, 14.48, 109.32)","(15.00, 14.55, 109.56)","(25.78, 350.99, 91.48)","(34.26, 261.82, 159.53)","(36.09, 273.24, 168.81)","(29.66, 307.61, 161.36)","(358.16, 359.72, 183.78)","(0.64, 355.53, 185.74)","(297.07, 345.26, 187.32)","(356.19, 355.70, 183.87)","(354.85, 352.85, 182.03)","(291.39, 345.39, 190.82)",
"(5.15, 340.37, 352.70)","(8.02, 358.66, 3.69)","(1.09, 358.22, 3.66)","(8.28, 14.62, 109.48)","(15.85, 14.90, 109.91)","(26.70, 351.06, 91.80)","(34.19, 261.41, 158.96)","(36.33, 273.08, 168.41)","(30.12, 307.83, 161.49)","(358.23, 359.70, 183.78)","(1.42, 355.39, 185.77)","(298.09, 345.34, 186.92)","(356.64, 355.46, 183.71)","(355.35, 352.63, 181.90)","(292.02, 345.85, 190.02)",
"(5.48, 339.99, 352.78)","(8.26, 358.58, 4.00)","(1.33, 358.10, 3.96)","(10.64, 15.17, 109.15)","(18.77, 15.69, 109.41)","(28.84, 351.43, 90.92)","(34.67, 261.04, 158.61)","(36.70, 272.84, 168.24)","(30.15, 306.72, 160.49)","(358.23, 359.70, 183.78)","(2.17, 355.14, 185.72)","(298.96, 345.48, 186.38)","(357.18, 355.12, 183.42)","(356.06, 352.36, 181.72)","(292.65, 346.32, 189.16)",
"(5.90, 339.33, 352.74)","(8.68, 358.33, 4.24)","(1.75, 357.82, 4.19)","(13.75, 16.12, 108.91)","(22.25, 16.99, 109.36)","(33.31, 356.47, 93.48)","(34.80, 260.53, 158.24)","(36.93, 272.24, 167.87)","(29.95, 306.13, 160.05)","(0.08, 358.83, 183.70)","(2.43, 354.88, 185.81)","(299.13, 345.25, 186.44)","(357.74, 354.51, 183.17)","(356.80, 351.67, 181.60)","(293.27, 345.92, 188.89)",
"(6.21, 338.87, 352.60)","(9.24, 358.09, 4.39)","(2.32, 357.56, 4.34)","(16.31, 16.95, 108.72)","(24.46, 17.77, 109.32)","(33.31, 356.47, 93.48)","(34.64, 259.88, 157.64)","(36.56, 271.54, 167.31)","(27.18, 306.10, 160.76)","(0.22, 358.51, 183.77)","(2.36, 354.44, 186.00)","(299.15, 344.44, 186.73)","(358.17, 354.13, 182.93)","(357.11, 351.32, 181.48)","(293.57, 345.79, 188.66)",
"(6.66, 338.30, 352.46)","(9.87, 357.91, 4.37)","(2.95, 357.39, 4.31)","(21.83, 18.46, 108.32)","(29.13, 19.07, 108.96)","(33.31, 356.47, 93.48)","(34.35, 259.33, 156.76)","(36.29, 270.90, 166.38)","(27.54, 304.52, 158.65)","(0.28, 358.49, 183.76)","(2.47, 354.08, 186.26)","(299.35, 343.72, 187.15)","(358.46, 353.75, 182.73)","(357.59, 350.91, 181.40)","(293.91, 345.66, 188.43)",
"(6.86, 337.85, 352.35)","(10.25, 357.95, 4.36)","(3.32, 357.42, 4.30)","(23.08, 18.78, 108.17)","(31.61, 19.95, 108.81)","(33.31, 356.47, 93.48)","(34.28, 259.20, 156.38)","(36.19, 270.75, 165.98)","(29.07, 304.10, 157.35)","(0.28, 358.49, 183.76)","(2.53, 353.78, 186.43)","(299.49, 343.25, 187.35)","(358.63, 353.38, 182.53)","(357.70, 350.59, 181.22)","(293.98, 345.74, 187.92)",
"(7.00, 337.57, 352.30)","(10.57, 358.05, 4.51)","(3.65, 357.50, 4.44)","(25.67, 19.62, 107.72)","(33.86, 20.78, 108.31)","(33.31, 356.47, 93.48)","(34.36, 259.10, 156.14)","(36.31, 270.59, 165.70)","(28.69, 303.72, 157.07)","(0.95, 357.62, 183.83)","(2.72, 352.99, 186.54)","(299.64, 342.49, 187.34)","(358.61, 353.16, 182.46)","(357.75, 350.32, 181.13)","(294.01, 345.55, 187.88)",
"(7.09, 337.29, 352.28)","(10.69, 358.14, 4.66)","(3.77, 357.57, 4.59)","(28.60, 20.56, 107.32)","(37.52, 22.22, 108.01)","(48.72, 357.93, 90.31)","(34.58, 259.01, 155.87)","(36.61, 270.56, 165.61)","(29.41, 303.64, 156.63)","(1.11, 357.34, 183.85)","(2.69, 352.67, 186.65)","(299.70, 341.88, 187.57)","(358.68, 352.88, 182.50)","(357.78, 349.99, 181.22)","(294.00, 344.84, 188.34)",
"(6.93, 337.18, 352.28)","(10.95, 358.26, 5.02)","(4.04, 357.66, 4.95)","(35.46, 23.59, 106.90)","(43.29, 25.30, 107.82)","(53.79, 1.04, 90.73)","(34.80, 258.85, 155.57)","(36.74, 270.42, 165.38)","(28.58, 303.69, 156.85)","(0.85, 357.25, 183.75)","(2.54, 352.55, 186.44)","(299.52, 341.98, 187.32)","(358.57, 352.72, 182.57)","(357.59, 349.86, 181.20)","(293.69, 344.28, 188.75)",
"(6.92, 337.21, 352.33)","(11.19, 358.42, 5.10)","(4.27, 357.81, 5.02)","(39.11, 25.28, 106.57)","(46.27, 26.89, 107.62)","(58.07, 3.56, 91.07)","(34.98, 258.89, 155.43)","(36.81, 270.40, 165.26)","(29.05, 303.30, 156.18)","(0.70, 357.26, 183.77)","(2.51, 352.63, 186.36)","(299.38, 342.24, 187.09)","(358.30, 352.74, 182.70)","(357.27, 349.88, 181.27)","(293.42, 344.07, 188.99)",
"(6.70, 337.29, 352.28)","(11.09, 358.45, 5.02)","(4.17, 357.84, 4.94)","(44.51, 28.11, 106.42)","(52.37, 30.68, 107.82)","(62.55, 6.28, 91.28)","(34.95, 259.06, 155.55)","(36.88, 270.61, 165.45)","(29.64, 303.68, 156.25)","(0.32, 357.35, 183.70)","(2.38, 352.73, 186.28)","(299.24, 342.30, 187.09)","(358.17, 352.78, 182.79)","(357.05, 349.93, 181.24)","(293.01, 344.26, 188.86)",
"(6.38, 337.42, 352.21)","(10.75, 358.55, 4.89)","(3.83, 357.96, 4.82)","(49.25, 30.74, 106.50)","(56.51, 33.94, 108.57)","(67.16, 11.33, 93.36)","(35.07, 259.60, 156.10)","(36.95, 271.10, 166.22)","(29.12, 304.77, 157.86)","(0.13, 357.38, 183.66)","(2.38, 352.73, 186.28)","(299.09, 342.81, 186.63)","(357.87, 352.85, 182.82)","(356.86, 350.02, 181.19)","(292.89, 344.61, 188.57)",
"(5.91, 337.27, 352.13)","(10.03, 358.20, 4.46)","(3.11, 357.66, 4.40)","(61.18, 40.71, 110.35)","(69.00, 49.20, 116.56)","(77.27, 35.32, 111.08)","(34.69, 260.05, 157.43)","(36.78, 271.50, 167.32)","(29.33, 304.88, 158.70)","(359.83, 357.23, 183.54)","(2.38, 352.73, 186.28)","(298.86, 342.88, 186.31)","(357.54, 352.62, 182.88)","(356.53, 349.72, 181.19)","(292.58, 344.32, 188.60)",
"(5.51, 337.06, 351.93)","(8.82, 358.43, 3.61)","(1.89, 357.99, 3.57)","(69.35, 55.05, 120.59)","(75.45, 74.57, 137.34)","(80.02, 95.25, 166.43)","(34.44, 261.10, 158.85)","(36.61, 272.07, 168.49)","(29.18, 305.53, 160.10)","(359.42, 356.93, 183.22)","(2.38, 352.73, 186.28)","(298.56, 342.87, 186.08)","(357.22, 352.32, 182.87)","(356.27, 349.49, 181.07)","(292.30, 344.39, 188.26)",
"(4.95, 337.12, 351.61)","(7.89, 359.06, 3.16)","(0.96, 358.68, 3.13)","(74.39, 80.34, 142.44)","(76.85, 113.39, 172.23)","(74.71, 131.70, 198.91)","(34.24, 262.79, 160.38)","(36.31, 274.06, 170.67)","(28.56, 306.52, 161.67)","(358.90, 356.88, 182.71)","(1.50, 352.31, 184.72)","(297.96, 343.75, 184.97)","(356.82, 352.38, 182.74)","(355.75, 349.60, 180.63)","(292.06, 345.08, 187.49)",
"(4.41, 337.43, 350.87)","(6.12, 0.88, 2.25)","(359.19, 0.61, 2.23)","(73.41, 110.11, 169.16)","(70.91, 139.18, 194.15)","(66.28, 152.33, 212.92)","(34.09, 265.45, 162.03)","(36.23, 276.56, 172.25)","(29.30, 307.43, 162.07)","(358.14, 357.09, 181.72)","(0.66, 352.49, 183.70)","(296.72, 345.66, 183.10)","(355.55, 352.60, 182.29)","(354.69, 349.81, 179.87)","(290.91, 347.61, 184.96)",
"(3.98, 337.45, 350.24)","(5.83, 1.77, 1.85)","(358.89, 1.55, 1.84)","(68.56, 125.96, 182.86)","(66.10, 145.40, 198.38)","(60.35, 149.34, 207.55)","(33.97, 266.76, 162.54)","(36.17, 277.87, 172.79)","(29.26, 309.98, 163.00)","(357.62, 357.07, 181.34)","(0.29, 352.46, 183.40)","(296.21, 346.25, 182.37)","(354.82, 352.55, 181.92)","(354.15, 349.77, 179.38)","(290.26, 349.10, 183.25)",
"(3.75, 337.61, 349.80)","(5.88, 2.60, 1.50)","(358.94, 2.42, 1.49)","(65.26, 129.44, 185.70)","(62.54, 146.55, 198.48)","(55.53, 147.14, 202.63)","(33.71, 268.03, 162.78)","(35.95, 279.04, 173.11)","(27.93, 312.32, 164.72)","(356.84, 357.12, 180.88)","(359.52, 352.47, 182.89)","(295.54, 346.57, 182.01)","(353.96, 352.62, 181.54)","(353.49, 349.80, 178.87)","(289.64, 350.39, 181.88)",
"(3.45, 337.62, 349.50)","(6.20, 3.22, 0.92)","(359.26, 3.11, 0.91)","(61.18, 131.28, 186.81)","(58.42, 146.20, 196.97)","(51.20, 144.56, 197.37)","(33.43, 268.60, 162.75)","(35.63, 279.75, 173.15)","(28.74, 312.55, 164.05)","(356.60, 357.07, 180.72)","(359.13, 352.38, 182.77)","(295.02, 346.91, 181.58)","(353.38, 352.55, 181.40)","(352.80, 349.76, 178.56)","(289.28, 351.15, 181.00)",
"(3.23, 337.77, 349.24)","(6.08, 3.81, 0.62)","(359.14, 3.73, 0.62)","(54.98, 132.51, 187.08)","(51.67, 145.32, 194.35)","(44.75, 141.06, 190.68)","(33.03, 269.54, 163.12)","(35.24, 280.57, 173.63)","(28.15, 313.69, 164.98)","(356.32, 357.17, 180.50)","(359.05, 352.48, 182.57)","(294.91, 347.63, 180.89)","(353.08, 352.58, 181.32)","(352.62, 349.79, 178.43)","(289.02, 351.34, 180.84)",
"(3.18, 337.82, 349.18)","(5.92, 4.01, 0.48)","(358.98, 3.96, 0.48)","(50.81, 132.45, 186.61)","(48.28, 144.44, 192.79)","(41.02, 138.12, 186.84)","(32.87, 270.18, 163.70)","(35.10, 281.37, 174.45)","(28.52, 314.16, 165.26)","(356.37, 357.23, 180.46)","(359.30, 352.62, 182.55)","(294.91, 347.63, 180.89)","(353.11, 352.67, 181.37)","(352.75, 349.85, 178.56)","(289.12, 351.13, 181.17)",
"(3.23, 337.68, 349.24)","(5.70, 4.19, 0.21)","(358.76, 4.17, 0.21)","(46.46, 132.81, 186.55)","(43.99, 144.02, 191.51)","(35.96, 135.44, 183.54)","(32.78, 270.47, 164.02)","(35.02, 281.74, 174.96)","(29.82, 314.00, 164.61)","(356.37, 357.23, 180.46)","(359.42, 352.48, 182.71)","(294.91, 347.63, 180.89)","(353.36, 352.54, 181.49)","(352.94, 349.76, 178.76)","(289.37, 350.48, 181.76)",
"(3.31, 337.59, 349.31)","(5.67, 4.19, 0.14)","(358.73, 4.18, 0.14)","(42.81, 132.58, 186.35)","(38.82, 142.96, 189.94)","(31.50, 133.75, 180.61)","(32.53, 270.78, 164.41)","(34.78, 281.93, 175.27)","(28.10, 314.32, 165.79)","(356.37, 357.23, 180.46)","(359.58, 352.39, 182.90)","(295.42, 347.06, 181.44)","(353.56, 352.50, 181.53)","(353.24, 349.65, 178.90)","(289.64, 349.88, 182.35)",
"(3.51, 337.57, 349.44)","(5.69, 4.18, 0.07)","(358.75, 4.17, 0.07)","(37.14, 133.39, 186.67)","(35.98, 143.08, 189.52)","(27.98, 134.35, 178.86)","(32.35, 270.78, 164.39)","(34.62, 281.87, 175.19)","(28.18, 314.42, 165.65)","(357.00, 357.11, 180.93)","(359.77, 352.45, 183.13)","(295.73, 346.33, 182.33)","(353.87, 352.55, 181.58)","(353.53, 349.68, 179.04)","(289.86, 349.39, 182.95)",
"(3.85, 337.75, 349.66)","(6.01, 4.46, 0.10)","(359.07, 4.45, 0.10)","(31.24, 133.46, 186.81)","(28.16, 142.72, 188.23)","(22.52, 133.29, 176.15)","(32.29, 270.91, 164.14)","(34.71, 282.03, 175.07)","(29.04, 313.52, 164.22)","(357.32, 357.41, 181.24)","(0.05, 352.75, 183.48)","(296.08, 346.24, 182.78)","(354.27, 352.84, 181.63)","(353.93, 350.01, 179.17)","(290.24, 349.40, 183.27)",
"(3.97, 337.79, 349.75)","(6.12, 4.66, 0.16)","(359.18, 4.64, 0.16)","(28.33, 133.63, 186.76)","(25.36, 142.74, 187.69)","(19.43, 132.95, 174.36)","(32.21, 270.92, 163.83)","(34.70, 282.11, 174.75)","(28.18, 314.49, 165.07)","(357.46, 357.47, 181.25)","(0.23, 352.86, 183.49)","(296.18, 346.47, 182.62)","(354.45, 352.93, 181.59)","(354.07, 350.09, 179.15)","(290.32, 349.51, 183.23)",
"(4.20, 337.70, 349.72)","(6.28, 5.12, 0.23)","(359.34, 5.09, 0.23)","(25.25, 133.91, 186.74)","(22.85, 142.82, 187.17)","(16.84, 132.91, 172.84)","(32.33, 271.11, 163.71)","(34.90, 282.42, 174.71)","(29.14, 314.31, 164.23)","(357.66, 357.42, 181.10)","(0.37, 352.81, 183.33)","(296.25, 346.94, 182.03)","(354.61, 352.90, 181.46)","(354.26, 350.07, 179.06)","(290.53, 349.89, 182.81)",
"(4.29, 337.72, 349.60)","(6.22, 5.71, 0.12)","(359.28, 5.70, 0.12)","(21.69, 134.14, 186.38)","(18.76, 143.03, 185.98)","(13.42, 132.35, 170.90)","(32.38, 271.99, 163.82)","(34.84, 283.17, 174.92)","(28.96, 315.01, 164.36)","(357.76, 357.44, 180.98)","(0.71, 352.83, 183.06)","(296.57, 347.64, 181.26)","(354.73, 352.93, 181.23)","(354.45, 350.09, 178.83)","(290.76, 350.38, 182.30)",
"(4.36, 337.64, 349.46)","(6.19, 6.24, 359.68)","(359.24, 6.28, 359.69)","(19.37, 134.50, 186.14)","(16.29, 143.38, 185.37)","(11.13, 132.17, 169.88)","(32.08, 272.62, 164.05)","(34.56, 283.70, 175.22)","(27.91, 316.37, 165.52)","(358.01, 357.46, 180.75)","(0.93, 352.82, 182.89)","(296.70, 348.11, 180.72)","(354.76, 352.92, 181.02)","(354.53, 350.11, 178.61)","(290.80, 351.04, 181.60)",
"(4.36, 337.35, 349.20)","(6.13, 6.74, 359.05)","(359.19, 6.86, 359.05)","(17.28, 134.97, 186.06)","(14.69, 143.83, 185.10)","(9.53, 132.67, 169.02)","(31.43, 273.38, 164.37)","(33.89, 284.40, 175.61)","(27.63, 316.82, 165.51)","(358.12, 357.18, 180.45)","(1.02, 352.57, 182.61)","(296.71, 348.35, 180.24)","(354.67, 352.72, 180.85)","(354.48, 349.94, 178.41)","(290.79, 351.81, 180.47)",
"(4.26, 337.18, 348.82)","(6.36, 6.78, 358.52)","(359.42, 6.95, 358.53)","(15.73, 136.48, 186.13)","(13.76, 145.01, 184.96)","(8.39, 134.23, 168.29)","(30.26, 273.54, 164.46)","(32.62, 284.78, 175.93)","(26.27, 317.47, 166.11)","(358.02, 356.96, 180.10)","(0.92, 352.29, 182.20)","(296.68, 348.38, 179.78)","(354.44, 352.48, 180.60)","(354.33, 349.61, 178.05)","(290.83, 352.41, 179.50)",
"(4.01, 337.39, 348.25)","(7.08, 6.17, 357.29)","(0.15, 6.50, 357.31)","(15.78, 136.76, 185.64)","(13.95, 145.32, 184.14)","(8.39, 134.23, 168.29)","(29.14, 273.31, 164.43)","(31.01, 284.36, 175.90)","(25.66, 317.34, 166.11)","(357.61, 357.16, 179.46)","(0.41, 352.44, 181.24)","(296.03, 349.70, 178.52)","(353.57, 352.64, 180.20)","(353.49, 349.82, 177.39)","(290.24, 354.37, 177.58)",
"(3.55, 337.33, 347.93)","(7.55, 5.79, 356.37)","(0.62, 6.22, 356.40)","(16.99, 135.96, 184.70)","(15.70, 144.65, 183.65)","(7.09, 136.48, 167.03)","(27.58, 272.61, 164.48)","(29.88, 283.55, 175.78)","(25.69, 315.98, 164.96)","(357.24, 357.07, 179.17)","(0.10, 352.41, 180.92)","(295.75, 349.91, 178.21)","(353.22, 352.59, 180.08)","(353.16, 349.77, 177.16)","(289.99, 355.14, 176.72)",
"(3.03, 337.03, 347.66)","(7.65, 5.31, 354.73)","(0.74, 5.94, 354.78)","(18.43, 135.70, 184.21)","(16.92, 144.45, 183.36)","(8.61, 135.73, 167.73)","(26.30, 272.48, 164.62)","(28.52, 283.72, 176.43)","(22.66, 316.40, 166.17)","(356.76, 356.71, 178.89)","(359.58, 352.07, 180.64)","(295.55, 350.10, 177.94)","(352.67, 352.21, 179.99)","(352.80, 349.50, 176.98)","(289.51, 355.73, 175.65)",
"(2.80, 336.89, 347.57)","(7.64, 5.34, 353.38)","(0.74, 6.14, 353.44)","(19.90, 135.59, 183.66)","(19.06, 144.32, 182.90)","(10.65, 134.72, 168.24)","(26.30, 272.48, 164.62)","(27.18, 284.05, 176.74)","(20.60, 317.83, 167.25)","(356.23, 356.26, 178.73)","(358.97, 351.57, 180.46)","(294.68, 349.81, 177.49)","(352.29, 351.73, 179.96)","(352.37, 348.96, 176.86)","(289.04, 355.70, 175.21)",
"(2.80, 336.89, 347.57)","(7.16, 5.53, 350.86)","(0.30, 6.63, 350.93)","(21.76, 135.75, 183.25)","(20.98, 144.67, 182.85)","(11.67, 135.02, 168.68)","(26.30, 272.48, 164.62)","(25.62, 284.77, 177.34)","(19.01, 318.70, 167.68)","(355.74, 356.01, 178.60)","(358.53, 351.38, 180.38)","(294.17, 349.34, 177.59)","(351.73, 351.42, 180.02)","(351.79, 348.69, 176.79)","(288.44, 355.63, 175.00)",
"(2.80, 336.89, 347.57)","(6.77, 5.53, 347.96)","(359.98, 6.98, 348.05)","(24.96, 136.23, 183.01)","(24.30, 145.29, 183.21)","(15.52, 136.53, 169.98)","(19.58, 275.25, 166.88)","(22.05, 286.07, 178.41)","(14.73, 320.66, 170.05)","(355.23, 355.98, 178.54)","(358.11, 351.34, 180.34)","(293.75, 349.02, 177.89)","(351.28, 351.36, 180.13)","(351.10, 348.63, 176.81)","(287.63, 355.70, 174.88)",
"(1.23, 336.62, 347.01)","(7.10, 5.01, 345.69)","(0.37, 6.72, 345.80)","(27.59, 136.12, 183.00)","(26.53, 145.64, 183.85)","(17.20, 136.14, 171.32)","(17.75, 275.46, 167.16)","(19.98, 286.26, 178.77)","(13.01, 320.59, 170.04)","(354.91, 356.00, 178.54)","(357.73, 351.40, 180.37)","(293.30, 348.81, 178.14)","(350.71, 351.40, 180.35)","(350.65, 348.68, 176.92)","(287.24, 355.83, 174.81)",
"(0.82, 336.47, 346.96)","(7.18, 4.46, 343.92)","(0.51, 6.38, 344.05)","(29.68, 136.03, 183.30)","(28.50, 145.66, 184.46)","(19.47, 135.60, 172.52)","(15.34, 275.37, 167.28)","(18.25, 286.06, 178.65)","(11.14, 320.66, 170.00)","(354.54, 355.83, 178.53)","(357.32, 351.27, 180.34)","(292.91, 348.87, 177.93)","(350.34, 351.19, 180.50)","(350.28, 348.49, 176.91)","(287.03, 356.11, 174.37)",
"(0.52, 336.39, 346.81)","(7.12, 3.99, 342.04)","(0.51, 6.13, 342.19)","(31.47, 136.20, 183.74)","(29.84, 145.92, 185.14)","(21.92, 135.84, 173.98)","(13.86, 275.48, 167.40)","(16.39, 286.03, 178.79)","(8.86, 321.64, 171.23)","(354.16, 355.75, 178.32)","(356.97, 351.15, 180.10)","(292.59, 349.22, 177.31)","(350.16, 351.10, 180.40)","(350.19, 348.40, 176.65)","(286.98, 356.88, 173.42)",
"(0.30, 336.45, 346.21)","(7.39, 3.78, 340.18)","(0.85, 6.13, 340.35)","(32.58, 136.90, 184.80)","(30.58, 146.84, 186.64)","(22.85, 137.08, 175.70)","(12.05, 275.76, 167.70)","(14.42, 286.31, 179.21)","(8.26, 321.20, 170.97)","(353.89, 355.93, 177.69)","(356.76, 351.32, 179.45)","(292.30, 350.32, 176.20)","(349.88, 351.21, 179.79)","(350.10, 348.59, 175.78)","(287.14, 359.76, 170.46)",
"(0.30, 336.45, 346.21)","(7.50, 3.64, 339.86)","(0.98, 6.02, 340.04)","(32.68, 137.18, 185.33)","(30.36, 147.03, 187.00)","(23.34, 136.63, 176.16)","(11.54, 275.68, 167.60)","(14.11, 286.23, 179.03)","(8.09, 321.16, 170.64)","(353.96, 356.05, 177.19)","(356.82, 351.37, 179.01)","(292.29, 351.76, 174.69)","(349.72, 351.34, 179.25)","(350.11, 348.67, 175.14)","(287.32, 2.18, 167.97)",
"(0.30, 336.45, 346.21)","(7.76, 3.55, 339.98)","(1.24, 5.92, 340.17)","(32.07, 137.26, 185.60)","(29.47, 146.92, 186.83)","(21.02, 136.30, 175.65)","(11.66, 275.55, 167.39)","(14.45, 286.10, 178.84)","(8.49, 321.21, 170.36)","(354.16, 356.03, 176.67)","(356.99, 351.30, 178.45)","(292.59, 352.66, 173.58)","(349.62, 351.36, 178.70)","(350.21, 348.65, 174.68)","(287.57, 3.12, 166.87)",
